product_id,name,description,category,price,rating,in_stock
384b09c5-3831-4b9b-bb82-0147d5f2bfb2,Ergonomic Device,A highly ergonomic device perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,292.63,2.9,true
0f72265b-9c14-474f-8849-f8331a058606,Premium Tool,A highly premium tool perfect for your sports needs. Features advanced technology and easy setup.,Sports,274.18,3.6,false
11da1dd5-9fbf-4c67-9a26-f9717681e3ad,Compact System,A highly compact system perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,349.51,1.0,true
a2a35635-6e39-4c05-a73b-cba48703508b,Premium Tool,A highly premium tool perfect for your toys needs. Features advanced technology and easy setup.,Toys,351.29,3.3,true
ee9d9275-c26b-444d-9766-d5c8a4566f3b,Lightweight Device,A highly lightweight device perfect for your books needs. Features advanced technology and easy setup.,Books,71.65,4.0,true
2e916f70-8a02-4c92-83c1-c7614743df2d,Lightweight Widget,A highly lightweight widget perfect for your books needs. Features advanced technology and easy setup.,Books,437.44,1.0,false
53852a81-63f1-4024-bb82-6eb682966880,Compact Widget,A highly compact widget perfect for your sports needs. Features advanced technology and easy setup.,Sports,305.99,4.0,true
1ecb7014-55ab-414e-a831-42f8ade8e99e,Durable Device,A highly durable device perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,248.85,4.1,false
abcfb62f-4794-4da5-876d-67f58d830a51,Durable Tool,A highly durable tool perfect for your sports needs. Features advanced technology and easy setup.,Sports,355.72,4.3,true
073b8820-e75f-4818-9121-10aeac1a0f55,Lightweight Device,A highly lightweight device perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,326.4,2.6,true
9d5f9307-e45f-462e-9ef3-cc2a52730ad7,Compact System,A highly compact system perfect for your books needs. Features advanced technology and easy setup.,Books,332.01,4.9,false
558076a5-fc1e-4d11-b319-300456230ef0,Premium Gadget,A highly premium gadget perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,305.74,1.5,true
2a320051-4761-4209-b814-8bfd64b6584b,Versatile System,A highly versatile system perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,380.28,3.3,false
120f7be2-2137-413e-87f3-b0d6aeb9e65e,Durable Widget,A highly durable widget perfect for your toys needs. Features advanced technology and easy setup.,Toys,164.17,3.6,true
b3a5453a-389d-4fe5-801a-485e86726709,Lightweight System,A highly lightweight system perfect for your toys needs. Features advanced technology and easy setup.,Toys,226.41,4.2,false
2683fc78-9940-4bff-820e-6a98da6cdede,Versatile Gadget,A highly versatile gadget perfect for your sports needs. Features advanced technology and easy setup.,Sports,208.65,2.9,true
07d601f5-ad93-4c2b-ab2f-76a57f1d4fdc,Lightweight Widget,A highly lightweight widget perfect for your books needs. Features advanced technology and easy setup.,Books,395.21,1.9,true
d3243838-4c6f-4a6e-ac72-4e249d56d8ab,Durable Device,A highly durable device perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,194.57,2.4,false
4c3752ab-2394-48d9-8182-502b2298ef11,Lightweight Tool,A highly lightweight tool perfect for your books needs. Features advanced technology and easy setup.,Books,194.27,4.9,false
63ac12be-9b28-464b-9b97-ba04b901d053,Compact Device,A highly compact device perfect for your toys needs. Features advanced technology and easy setup.,Toys,252.6,2.6,false
6f8a89f5-4f75-43aa-b5ab-e954fb1a27f0,Versatile Tool,A highly versatile tool perfect for your books needs. Features advanced technology and easy setup.,Books,365.89,3.1,true
d6b82127-37a8-4e6c-bf74-f91f40b11354,Durable System,A highly durable system perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,176.74,1.8,true
ab8cf660-3524-41a9-82f5-b289f34d2aff,Compact Accessory,A highly compact accessory perfect for your books needs. Features advanced technology and easy setup.,Books,316.25,1.6,true
b1771c71-7436-45ab-97cf-7f991995ab86,Durable Tool,A highly durable tool perfect for your sports needs. Features advanced technology and easy setup.,Sports,143.84,4.5,true
913d74c3-8469-47eb-8404-597a69e6ba4d,Ergonomic Widget,A highly ergonomic widget perfect for your toys needs. Features advanced technology and easy setup.,Toys,453.21,2.9,false
8d582b33-8b48-4700-b901-697ca0d31680,Ergonomic Widget,A highly ergonomic widget perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,496.79,1.4,true
d7face1c-e539-41e6-af49-c4773cc426d1,Versatile Widget,A highly versatile widget perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,380.83,4.9,false
23aa3f4a-f333-4d74-a4f2-04c1abd6e6d1,Lightweight Tool,A highly lightweight tool perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,383.72,3.6,false
4c02c939-ca89-411c-b421-b467cdf9460e,Durable Widget,A highly durable widget perfect for your toys needs. Features advanced technology and easy setup.,Toys,97.03,3.5,true
59c0e96b-d458-44d9-87c2-4896d5621acb,Ergonomic Accessory,A highly ergonomic accessory perfect for your toys needs. Features advanced technology and easy setup.,Toys,75.92,1.3,true
ae57eda7-8501-4aba-a756-105f9ecc9075,Compact System,A highly compact system perfect for your sports needs. Features advanced technology and easy setup.,Sports,315.18,1.0,false
bd4dc4a3-61d6-4a68-8c6e-e3ab59441c36,Premium System,A highly premium system perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,417.48,3.9,false
1ff20e07-52f6-4a0f-94c3-3c82e05a52e7,Versatile Tool,A highly versatile tool perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,132.04,1.7,false
38d779ff-9950-4c1b-955c-983a501cd165,Durable Device,A highly durable device perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,368.02,4.1,true
623642df-3428-4edf-a5e3-836573ede459,Versatile System,A highly versatile system perfect for your sports needs. Features advanced technology and easy setup.,Sports,67.9,4.4,true
3cdfebc9-5384-4675-b20a-c407f29d2107,Compact Gadget,A highly compact gadget perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,441.38,2.8,false
cb076c26-5689-4874-b78c-c819b94314c9,Lightweight Widget,A highly lightweight widget perfect for your sports needs. Features advanced technology and easy setup.,Sports,283.38,4.1,true
93f94a3a-249a-4c15-bc20-b00b0fbf98a4,Ergonomic Gadget,A highly ergonomic gadget perfect for your sports needs. Features advanced technology and easy setup.,Sports,436.64,3.6,false
e4581eab-02bf-4060-a81a-724693fd642a,Compact Accessory,A highly compact accessory perfect for your toys needs. Features advanced technology and easy setup.,Toys,339.51,4.3,true
02276cb7-9a1a-4600-9c11-ca3d45992fec,Durable Tool,A highly durable tool perfect for your toys needs. Features advanced technology and easy setup.,Toys,241.42,2.7,false
90f7059a-8c80-43f4-9b3e-0f65342c4a80,Durable Widget,A highly durable widget perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,347.24,1.9,false
c29b397a-3936-4f29-a0a6-dcb939917d39,Compact System,A highly compact system perfect for your books needs. Features advanced technology and easy setup.,Books,97.0,2.0,true
4d2d4a09-e904-4aca-b44e-f3950a24fb01,Compact Gadget,A highly compact gadget perfect for your books needs. Features advanced technology and easy setup.,Books,356.57,4.4,false
81b5c87e-572c-4e39-964e-d05ecfa815a2,Premium Gadget,A highly premium gadget perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,483.15,1.1,true
99920540-e16e-4cf1-81d3-611bd51c6065,Ergonomic Gadget,A highly ergonomic gadget perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,214.83,2.3,true
17ef4d83-a18f-429b-b15b-747294b3217b,Versatile Widget,A highly versatile widget perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,106.63,2.7,false
69ea61c8-2baf-4554-b7bb-9ddb0591877d,Durable Device,A highly durable device perfect for your sports needs. Features advanced technology and easy setup.,Sports,241.47,2.7,false
7c653b0b-bab0-4ea7-9cfc-247b0e36ebcd,Compact Device,A highly compact device perfect for your sports needs. Features advanced technology and easy setup.,Sports,244.48,2.6,true
67abea0d-ade7-432b-917f-3be4c66e7f65,Durable Gadget,A highly durable gadget perfect for your toys needs. Features advanced technology and easy setup.,Toys,224.87,3.8,false
f06d99f2-36b0-4e0f-b3fc-4aee522d856d,Compact Accessory,A highly compact accessory perfect for your toys needs. Features advanced technology and easy setup.,Toys,330.6,4.1,false
7dc61267-c99b-4c0a-9949-54b560334a0d,Premium Gadget,A highly premium gadget perfect for your sports needs. Features advanced technology and easy setup.,Sports,187.4,1.7,true
a3d17c63-5fd5-4b26-b3cc-b50e7ce1e0b6,Durable Tool,A highly durable tool perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,35.79,2.1,true
a5b182ca-6e7c-46d3-80a4-47e56d01464f,Durable Device,A highly durable device perfect for your toys needs. Features advanced technology and easy setup.,Toys,490.85,1.8,true
a1446ff3-f4c7-4be6-aab6-cc8a5d4744e0,Premium Gadget,A highly premium gadget perfect for your sports needs. Features advanced technology and easy setup.,Sports,141.5,1.5,false
2d3d6e73-21fe-43fd-8fe4-5f5bc8539062,Premium Widget,A highly premium widget perfect for your sports needs. Features advanced technology and easy setup.,Sports,229.82,4.9,true
dd19f3b9-1a39-4fc4-8f0e-d9c5dc0e2d2c,Versatile Accessory,A highly versatile accessory perfect for your toys needs. Features advanced technology and easy setup.,Toys,124.93,2.3,false
1c7bc163-563a-48f8-bce7-4454f6769f3b,Lightweight Accessory,A highly lightweight accessory perfect for your toys needs. Features advanced technology and easy setup.,Toys,101.83,2.9,false
4ba4fed1-16de-47e4-a513-aaa2efab5db5,Compact Device,A highly compact device perfect for your toys needs. Features advanced technology and easy setup.,Toys,402.16,1.5,false
c3dc7662-df96-4815-9f12-1020d368c133,Premium Accessory,A highly premium accessory perfect for your sports needs. Features advanced technology and easy setup.,Sports,226.24,3.5,true
3fa01dbe-d449-4cf8-af5a-8e926206642f,Compact Accessory,A highly compact accessory perfect for your books needs. Features advanced technology and easy setup.,Books,212.06,1.9,true
9115e039-b7f5-47e1-a9d9-be366ba2fd0b,Ergonomic System,A highly ergonomic system perfect for your sports needs. Features advanced technology and easy setup.,Sports,29.78,4.1,true
7f8ff8a9-52f4-4575-a968-d8ca1a8e5be7,Versatile Accessory,A highly versatile accessory perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,370.57,2.2,false
74e3c792-1f75-468b-8185-6aa78ac19a48,Versatile Gadget,A highly versatile gadget perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,218.28,1.6,false
98bc101a-bfaa-4874-9469-1920a2c70c2c,Compact Accessory,A highly compact accessory perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,14.41,1.6,false
a6f804f8-be9e-4d0d-bcfd-14ba85dc8a07,Compact System,A highly compact system perfect for your toys needs. Features advanced technology and easy setup.,Toys,407.61,3.2,true
0735b16f-ff89-428d-b570-8ade0551bfbf,Compact Gadget,A highly compact gadget perfect for your toys needs. Features advanced technology and easy setup.,Toys,338.92,3.5,true
d0bebfa4-4c5c-4f85-8f44-8bd5a008d1e6,Premium Device,A highly premium device perfect for your books needs. Features advanced technology and easy setup.,Books,246.5,2.2,true
4fb70c49-6703-4d5a-a09e-1e2e7c911921,Versatile Widget,A highly versatile widget perfect for your books needs. Features advanced technology and easy setup.,Books,258.28,4.1,true
f5118b31-ab64-44c8-9117-ddcc8560a85b,Lightweight Gadget,A highly lightweight gadget perfect for your sports needs. Features advanced technology and easy setup.,Sports,193.64,1.4,false
d348f730-6f1c-48bf-9caf-0df8bb0ea902,Premium Device,A highly premium device perfect for your sports needs. Features advanced technology and easy setup.,Sports,26.42,2.4,false
0a5c4c54-918a-4ecd-b9c6-a43b59ae7ca3,Versatile Widget,A highly versatile widget perfect for your books needs. Features advanced technology and easy setup.,Books,12.91,2.1,false
e3acc9fd-ecfc-4633-860a-2ae5c79b46d7,Compact Gadget,A highly compact gadget perfect for your books needs. Features advanced technology and easy setup.,Books,472.37,1.0,false
f48dbc93-632a-4a37-8a8e-051c97143826,Premium System,A highly premium system perfect for your books needs. Features advanced technology and easy setup.,Books,218.55,2.9,false
7758261e-1180-4363-b66d-b73c60e412ea,Lightweight System,A highly lightweight system perfect for your home & kitchen needs. Features advanced technology and easy setup.,Home & Kitchen,411.24,4.8,true
032885ab-0a0d-4144-b118-a8355c0831b7,Durable Accessory,A highly durable accessory perfect for your electronics needs. Features advanced technology and easy setup.,Electronics,204.4,3.0,false
ee1f7416-612b-4af1-95f5-c0531ec4712d,Durable Accessory,A highly durable accessory perfect for your sports needs. Features advanced technology and easy setup.,Sports,176.13,2.2,false
1b346652-cdd6-4393-ba66-31f56042e77e,Premium Gadget,A highly premium gadget perfect for your toys needs. Features advanced technology and easy setup.,Toys,222.4,4.8,false
6e8a2c9c-13ae-4434-9190-f8f9ed1db951,Lightweight Accessory,A highly lightweight accessory perfect for your sports needs. Features advanced technology and easy setup.,Sports,319.33,1.7,true
5fdfd082-ad3b-488f-b783-1fce098cc2c4,Ergonomic Gadget,A highly ergonomic gadget perfect for your sports needs. Features advanced technology and easy setup.,Sports,30.35,4.5,true
